"image","xmin","ymin","xmax","ymax","label"
"97.jpg", 29, 26, 1067, 276, "paragraph" 
"98.jpg", 28, 19, 1062, 291, "paragraph" 
"99.jpg", 29, 33, 1079, 281, "paragraph" 
"100.jpg", 26, 15, 1076, 284, "paragraph" 
"101.jpg", 41, 7, 1066, 286, "paragraph" 
"102.jpg", 27, 24, 1071, 291, "paragraph" 
"103.jpg", 33, 15, 1080, 286, "paragraph" 
"104.jpg", 20, 8, 1071, 287, "paragraph" 
"105.jpg", 18, 26, 1080, 279, "paragraph" 
"106.jpg", 26, 25, 1065, 290, "paragraph" 
"107.jpg", 30, 21, 1069, 293, "paragraph" 
"108.jpg", 26, 8, 1068, 281, "paragraph" 
"109.jpg", 27, 10, 1066, 291, "paragraph" 
"110.jpg", 27, 17, 1067, 291, "paragraph" 
"111.jpg", 28, 24, 1069, 289, "paragraph" 
"112.jpg", 29, 27, 1079, 286, "paragraph" 
"113.jpg", 21, 12, 1068, 287, "paragraph" 
"114.jpg", 35, 20, 1073, 272, "paragraph" 
"115.jpg", 31, 15, 1075, 273, "paragraph" 
"116.jpg", 24, 19, 1073, 283, "paragraph" 
"117.jpg", 29, 11, 1079, 292, "paragraph" 
"118.jpg", 24, 25, 1072, 281, "paragraph" 
"119.jpg", 26, 13, 1077, 298, "paragraph" 
"120.jpg", 26, 9, 1072, 291, "paragraph" 
"121.jpg", 27, 12, 1080, 277, "paragraph" 
"122.jpg", 26, 18, 1072, 287, "paragraph" 
"123.jpg", 26, 8, 1068, 266, "paragraph" 
"124.jpg", 24, 21, 1067, 269, "paragraph" 
"125.jpg", 23, 23, 1073, 287, "paragraph" 
"126.jpg", 22, 29, 1077, 269, "paragraph" 
"127.jpg", 24, 13, 1084, 295, "paragraph" 
"128.jpg", 27, 5, 1078, 283, "paragraph" 
"129.jpg", 29, 12, 1084, 290, "paragraph" 
"130.jpg", 31, 9, 1081, 285, "paragraph" 
"131.jpg", 23, 31, 1082, 284, "paragraph" 
"132.jpg", 21, 3, 1080, 289, "paragraph" 
"133.jpg", 28, 3, 1073, 280, "paragraph" 
"134.jpg", 30, 2, 1071, 290, "paragraph" 
"135.jpg", 40, 6, 1073, 271, "paragraph" 
"136.jpg", 26, 32, 1080, 272, "paragraph" 
"137.jpg", 27, 15, 1068, 304, "paragraph" 
"138.jpg", 26, 5, 1073, 298, "paragraph" 
"139.jpg", 24, 19, 1078, 281, "paragraph" 
"140.jpg", 28, 17, 1083, 291, "paragraph" 
"141.jpg", 34, 4, 1066, 269, "paragraph" 
"142.jpg", 27, 0, 1083, 285, "paragraph" 
"143.jpg", 22, 1, 1076, 279, "paragraph" 
"144.jpg", 27, 2, 1080, 269, "paragraph" 
"145.jpg", 31, 13, 1074, 268, "paragraph" 
"146.jpg", 28, 28, 1069, 289, "paragraph" 
"147.jpg", 27, 25, 1071, 286, "paragraph" 
"148.jpg", 18, 22, 1071, 274, "paragraph" 
"149.jpg", 25, 25, 1070, 280, "paragraph" 
"150.jpg", 36, 0, 1074, 296, "paragraph" 
"151.jpg", 23, 21, 1068, 282, "paragraph" 
"152.jpg", 32, 19, 1080, 286, "paragraph" 
"153.jpg", 29, 11, 1071, 285, "paragraph" 
"154.jpg", 24, 0, 1067, 285, "paragraph" 
"155.jpg", 26, 8, 1069, 273, "paragraph" 
"156.jpg", 27, 26, 1080, 280, "paragraph" 
"157.jpg", 20, 16, 1075, 288, "paragraph" 
"158.jpg", 20, 0, 1070, 274, "paragraph" 
"159.jpg", 40, 29, 1070, 285, "paragraph" 
"160.jpg", 27, 18, 1081, 284, "paragraph" 
"161.jpg", 25, 19, 1076, 273, "paragraph" 
"162.jpg", 27, 27, 1075, 276, "paragraph" 
"163.jpg", 28, 28, 1080, 288, "paragraph" 
"164.jpg", 29, 9, 1070, 289, "paragraph" 
"165.jpg", 23, 11, 1080, 295, "paragraph" 
"166.jpg", 20, 22, 1080, 276, "paragraph" 
"167.jpg", 22, 2, 1081, 289, "paragraph" 
"168.jpg", 31, 18, 1082, 285, "paragraph" 
"169.jpg", 33, 0, 1078, 290, "paragraph" 
"170.jpg", 27, 14, 1067, 277, "paragraph" 
"171.jpg", 28, 26, 1083, 298, "paragraph" 
"172.jpg", 19, 21, 1078, 289, "paragraph" 
"173.jpg", 24, 11, 1065, 284, "paragraph" 
"174.jpg", 30, 9, 1068, 286, "paragraph" 
"175.jpg", 34, 12, 1064, 283, "paragraph" 
"176.jpg", 30, 9, 1074, 288, "paragraph" 
"177.jpg", 27, 0, 1078, 286, "paragraph" 
"178.jpg", 20, 13, 1069, 280, "paragraph" 
"179.jpg", 16, 9, 1062, 293, "paragraph" 
"180.jpg", 29, 13, 1070, 291, "paragraph" 
"181.jpg", 30, 16, 1072, 279, "paragraph" 
"182.jpg", 32, 12, 1072, 273, "paragraph" 
"183.jpg", 20, 3, 1068, 287, "paragraph" 
"184.jpg", 31, 0, 1084, 276, "paragraph" 
"185.jpg", 24, 9, 1078, 282, "paragraph" 
"186.jpg", 31, 3, 1072, 288, "paragraph" 
"187.jpg", 31, 21, 1072, 294, "paragraph" 
"188.jpg", 30, 24, 1065, 266, "paragraph" 
"189.jpg", 23, 8, 1076, 288, "paragraph" 
"190.jpg", 35, 21, 1065, 280, "paragraph" 
"191.jpg", 16, 13, 1077, 291, "paragraph" 
"192.jpg", 27, 17, 1066, 276, "paragraph" 
"193.jpg", 25, 0, 1075, 283, "paragraph" 
"194.jpg", 18, 21, 1079, 280, "paragraph" 
"195.jpg", 24, 9, 1067, 290, "paragraph" 
"196.jpg", 20, 15, 1080, 277, "paragraph" 
"197.jpg", 26, 19, 1074, 288, "paragraph" 
"198.jpg", 24, 7, 1070, 293, "paragraph" 
"199.jpg", 30, 0, 1074, 287, "paragraph" 
"200.jpg", 18, 15, 1074, 289, "paragraph" 
"201.jpg", 35, 8, 1068, 288, "paragraph" 
"202.jpg", 33, 12, 1075, 274, "paragraph" 
"203.jpg", 22, 14, 1076, 290, "paragraph" 
"204.jpg", 29, 17, 1065, 280, "paragraph" 
"205.jpg", 30, 0, 1079, 290, "paragraph" 
"206.jpg", 39, 9, 1067, 274, "paragraph" 
"207.jpg", 32, 23, 1071, 294, "paragraph" 
"208.jpg", 35, 15, 1066, 287, "paragraph" 
"209.jpg", 19, 10, 1078, 283, "paragraph" 
"210.jpg", 35, 18, 1083, 292, "paragraph" 
"211.jpg", 18, 7, 1072, 283, "paragraph" 
"212.jpg", 18, 21, 1077, 277, "paragraph" 
"213.jpg", 27, 4, 1077, 274, "paragraph" 
"214.jpg", 18, 17, 1084, 298, "paragraph" 
"215.jpg", 22, 27, 1060, 274, "paragraph" 
"216.jpg", 25, 0, 1066, 288, "paragraph" 
"217.jpg", 37, 19, 1082, 294, "paragraph" 
"218.jpg", 18, 26, 1073, 274, "paragraph" 
"219.jpg", 32, 12, 1071, 286, "paragraph" 
"220.jpg", 44, 5, 1067, 293, "paragraph" 
"221.jpg", 30, 20, 1074, 289, "paragraph" 
"222.jpg", 33, 6, 1067, 290, "paragraph" 
"223.jpg", 21, 23, 1079, 276, "paragraph" 
"224.jpg", 26, 28, 1071, 284, "paragraph" 
"225.jpg", 23, 13, 1076, 270, "paragraph" 
"226.jpg", 20, 19, 1078, 277, "paragraph" 
"227.jpg", 22, 18, 1070, 278, "paragraph" 
"228.jpg", 24, 6, 1065, 280, "paragraph" 
"229.jpg", 25, 15, 1070, 276, "paragraph" 
"230.jpg", 33, 14, 1073, 284, "paragraph" 
"231.jpg", 27, 23, 1081, 282, "paragraph" 
"232.jpg", 24, 11, 1060, 282, "paragraph" 
"233.jpg", 24, 19, 1073, 281, "paragraph" 
"234.jpg", 28, 28, 1073, 285, "paragraph" 
"235.jpg", 33, 9, 1067, 280, "paragraph" 
"236.jpg", 28, 17, 1072, 275, "paragraph" 
"237.jpg", 23, 13, 1071, 300, "paragraph" 
"238.jpg", 34, 8, 1074, 298, "paragraph" 
"239.jpg", 28, 14, 1076, 293, "paragraph" 
"240.jpg", 35, 31, 1084, 270, "paragraph" 
"241.jpg", 27, 1, 1074, 296, "paragraph" 
"242.jpg", 20, 2, 1072, 277, "paragraph" 
"243.jpg", 20, 11, 1067, 284, "paragraph" 
"244.jpg", 27, 6, 1082, 286, "paragraph" 
"245.jpg", 31, 8, 1074, 281, "paragraph" 
"246.jpg", 24, 14, 1079, 292, "paragraph" 
"247.jpg", 19, 12, 1074, 291, "paragraph" 
"248.jpg", 24, 6, 1078, 288, "paragraph" 
"249.jpg", 27, 20, 1075, 278, "paragraph" 
"250.jpg", 40, 23, 1080, 287, "paragraph" 
"251.jpg", 24, 8, 1077, 284, "paragraph" 
"252.jpg", 23, 10, 1075, 280, "paragraph" 
"253.jpg", 25, 18, 1071, 287, "paragraph" 
"254.jpg", 31, 10, 1061, 273, "paragraph" 
"255.jpg", 23, 13, 1079, 280, "paragraph" 
"256.jpg", 27, 14, 1076, 293, "paragraph" 
"257.jpg", 27, 9, 1071, 291, "paragraph" 
"258.jpg", 18, 1, 1070, 290, "paragraph" 
"259.jpg", 27, 24, 1078, 294, "paragraph" 
"260.jpg", 26, 19, 1072, 287, "paragraph" 
"261.jpg", 20, 5, 1078, 272, "paragraph" 
"262.jpg", 28, 25, 1067, 296, "paragraph" 
"263.jpg", 31, 13, 1062, 276, "paragraph" 
"264.jpg", 25, 31, 1074, 278, "paragraph" 
"265.jpg", 25, 14, 1067, 294, "paragraph" 
"266.jpg", 24, 25, 1074, 299, "paragraph" 
"267.jpg", 26, 6, 1079, 297, "paragraph" 
"268.jpg", 18, 8, 1082, 288, "paragraph" 
"269.jpg", 40, 7, 1078, 287, "paragraph" 
"270.jpg", 22, 15, 1083, 291, "paragraph" 
"271.jpg", 25, 14, 1076, 283, "paragraph" 
"272.jpg", 31, 17, 1079, 286, "paragraph" 
"273.jpg", 33, 14, 1068, 271, "paragraph" 
"274.jpg", 32, 2, 1064, 297, "paragraph" 
"275.jpg", 29, 11, 1079, 289, "paragraph" 
"276.jpg", 27, 13, 1078, 284, "paragraph" 
"277.jpg", 17, 17, 1066, 288, "paragraph" 
"278.jpg", 28, 12, 1075, 285, "paragraph" 
"279.jpg", 32, 20, 1073, 290, "paragraph" 
"280.jpg", 29, 23, 1070, 292, "paragraph" 
"281.jpg", 29, 14, 1074, 283, "paragraph" 
"282.jpg", 21, 19, 1078, 280, "paragraph" 
"283.jpg", 27, 7, 1072, 289, "paragraph" 
"284.jpg", 31, 28, 1068, 296, "paragraph" 
"285.jpg", 26, 22, 1075, 277, "paragraph" 
"286.jpg", 32, 12, 1073, 272, "paragraph" 
"287.jpg", 29, 18, 1077, 287, "paragraph" 
"288.jpg", 21, 12, 1078, 285, "paragraph" 
"289.jpg", 30, 17, 1069, 292, "paragraph" 
"290.jpg", 24, 18, 1068, 296, "paragraph" 
"291.jpg", 25, 10, 1077, 286, "paragraph" 
"292.jpg", 26, 23, 1076, 299, "paragraph" 
"293.jpg", 21, 2, 1078, 294, "paragraph" 
"294.jpg", 30, 15, 1075, 295, "paragraph" 
"295.jpg", 25, 9, 1064, 290, "paragraph" 
"296.jpg", 31, 20, 1067, 291, "paragraph" 
"297.jpg", 27, 9, 1077, 292, "paragraph" 
"298.jpg", 33, 14, 1082, 280, "paragraph" 
"299.jpg", 31, 13, 1072, 287, "paragraph" 
"300.jpg", 32, 12, 1070, 282, "paragraph" 
"301.jpg", 26, 7, 1077, 291, "paragraph" 
"302.jpg", 28, 24, 1083, 285, "paragraph" 
"303.jpg", 19, 15, 1070, 279, "paragraph" 
"304.jpg", 22, 9, 1073, 281, "paragraph" 
"305.jpg", 31, 26, 1072, 289, "paragraph" 
"306.jpg", 35, 22, 1081, 294, "paragraph" 
"307.jpg", 18, 15, 1077, 287, "paragraph" 
"308.jpg", 26, 15, 1081, 290, "paragraph" 
"309.jpg", 25, 7, 1075, 275, "paragraph" 
"310.jpg", 19, 23, 1079, 272, "paragraph" 
"311.jpg", 24, 13, 1072, 293, "paragraph" 
"312.jpg", 35, 13, 1074, 277, "paragraph" 
"313.jpg", 24, 31, 1079, 277, "paragraph" 
"314.jpg", 35, 20, 1081, 298, "paragraph" 
"315.jpg", 22, 13, 1077, 284, "paragraph" 
"316.jpg", 25, 9, 1074, 284, "paragraph" 
"317.jpg", 27, 10, 1072, 284, "paragraph" 
"318.jpg", 32, 22, 1076, 277, "paragraph" 
"319.jpg", 19, 12, 1084, 285, "paragraph" 
"320.jpg", 20, 20, 1073, 286, "paragraph" 
"321.jpg", 36, 13, 1072, 281, "paragraph" 
"322.jpg", 34, 23, 1073, 276, "paragraph" 
"323.jpg", 32, 20, 1074, 274, "paragraph" 
"324.jpg", 28, 28, 1077, 298, "paragraph" 
"325.jpg", 18, 26, 1077, 285, "paragraph" 
"326.jpg", 23, 22, 1075, 283, "paragraph" 
"327.jpg", 37, 13, 1079, 285, "paragraph" 
"328.jpg", 19, 22, 1080, 276, "paragraph" 
"329.jpg", 32, 5, 1078, 284, "paragraph" 
"330.jpg", 29, 13, 1076, 290, "paragraph" 
"331.jpg", 21, 11, 1076, 296, "paragraph" 
"332.jpg", 29, 0, 1071, 290, "paragraph" 
"333.jpg", 33, 14, 1081, 277, "paragraph" 
"334.jpg", 17, 18, 1073, 279, "paragraph" 
"335.jpg", 24, 14, 1065, 284, "paragraph" 
"336.jpg", 22, 17, 1074, 301, "paragraph" 
"337.jpg", 23, 7, 1072, 283, "paragraph" 
"338.jpg", 33, 24, 1071, 286, "paragraph" 
"339.jpg", 30, 28, 1076, 281, "paragraph" 
"340.jpg", 32, 13, 1066, 285, "paragraph" 
"341.jpg", 28, 30, 1081, 302, "paragraph" 
"342.jpg", 37, 13, 1066, 280, "paragraph" 
"343.jpg", 19, 0, 1080, 276, "paragraph" 
"344.jpg", 23, 22, 1066, 274, "paragraph" 
"345.jpg", 23, 22, 1082, 271, "paragraph" 
"346.jpg", 22, 16, 1078, 286, "paragraph" 
"347.jpg", 21, 6, 1084, 284, "paragraph" 
"348.jpg", 28, 9, 1076, 284, "paragraph" 
"349.jpg", 24, 16, 1073, 298, "paragraph" 
"350.jpg", 29, 19, 1067, 294, "paragraph" 
"351.jpg", 24, 10, 1075, 293, "paragraph" 
"352.jpg", 25, 13, 1073, 289, "paragraph" 
"353.jpg", 35, 10, 1083, 297, "paragraph" 
"354.jpg", 29, 21, 1079, 275, "paragraph" 
"355.jpg", 23, 23, 1073, 270, "paragraph" 
"356.jpg", 23, 24, 1074, 286, "paragraph" 
"357.jpg", 19, 0, 1074, 287, "paragraph" 
"358.jpg", 23, 22, 1077, 282, "paragraph" 
"359.jpg", 27, 11, 1071, 285, "paragraph" 
"360.jpg", 18, 12, 1075, 275, "paragraph" 
"361.jpg", 28, 13, 1069, 289, "paragraph" 
"362.jpg", 19, 19, 1069, 273, "paragraph" 
"363.jpg", 26, 7, 1073, 277, "paragraph" 
"364.jpg", 34, 9, 1083, 284, "paragraph" 
"365.jpg", 35, 27, 1073, 284, "paragraph" 
"366.jpg", 25, 20, 1074, 277, "paragraph" 
"367.jpg", 27, 11, 1076, 280, "paragraph" 
"368.jpg", 37, 29, 1067, 290, "paragraph" 
"369.jpg", 19, 22, 1075, 292, "paragraph" 
"370.jpg", 18, 19, 1084, 280, "paragraph" 
"371.jpg", 28, 28, 1077, 289, "paragraph" 
"372.jpg", 22, 0, 1084, 276, "paragraph" 
"373.jpg", 31, 20, 1075, 289, "paragraph" 
"374.jpg", 26, 12, 1075, 299, "paragraph" 
"375.jpg", 23, 13, 1071, 281, "paragraph" 
"376.jpg", 29, 11, 1080, 280, "paragraph" 
"377.jpg", 29, 17, 1071, 273, "paragraph" 
"378.jpg", 21, 28, 1074, 296, "paragraph" 
"379.jpg", 22, 25, 1065, 292, "paragraph" 
"380.jpg", 17, 6, 1081, 273, "paragraph" 
"381.jpg", 21, 19, 1079, 284, "paragraph" 
"382.jpg", 25, 26, 1073, 285, "paragraph" 
"383.jpg", 22, 4, 1077, 283, "paragraph" 
"384.jpg", 31, 7, 1079, 287, "paragraph" 
"385.jpg", 27, 9, 1070, 287, "paragraph" 
"386.jpg", 35, 3, 1073, 279, "paragraph" 
"387.jpg", 28, 16, 1083, 272, "paragraph" 
"388.jpg", 23, 25, 1069, 282, "paragraph" 
"389.jpg", 35, 12, 1075, 285, "paragraph" 
"390.jpg", 21, 11, 1074, 283, "paragraph" 
"391.jpg", 22, 20, 1075, 279, "paragraph" 
"392.jpg", 22, 1, 1076, 277, "paragraph" 
"393.jpg", 26, 16, 1079, 287, "paragraph" 
"394.jpg", 19, 11, 1071, 275, "paragraph" 
"395.jpg", 31, 1, 1074, 300, "paragraph" 
"396.jpg", 25, 15, 1074, 282, "paragraph" 
"397.jpg", 27, 27, 1071, 293, "paragraph" 
"398.jpg", 32, 28, 1070, 297, "paragraph" 
"399.jpg", 35, 24, 1069, 278, "paragraph" 
"400.jpg", 24, 15, 1076, 283, "paragraph" 
"401.jpg", 23, 21, 1069, 283, "paragraph" 
"402.jpg", 22, 31, 1075, 301, "paragraph" 
"403.jpg", 19, 10, 1074, 287, "paragraph" 
"404.jpg", 31, 30, 1077, 287, "paragraph" 
"405.jpg", 24, 31, 1084, 275, "paragraph" 
"406.jpg", 32, 13, 1075, 286, "paragraph" 
"407.jpg", 22, 12, 1074, 283, "paragraph" 
"408.jpg", 20, 9, 1078, 290, "paragraph" 
"409.jpg", 23, 20, 1082, 279, "paragraph" 
"410.jpg", 35, 15, 1076, 272, "paragraph" 
"411.jpg", 25, 27, 1073, 289, "paragraph" 
"412.jpg", 33, 21, 1069, 286, "paragraph" 
"413.jpg", 31, 15, 1081, 278, "paragraph" 
"414.jpg", 29, 9, 1076, 269, "paragraph" 
"415.jpg", 20, 21, 1076, 277, "paragraph" 
"416.jpg", 36, 16, 1063, 282, "paragraph" 
"417.jpg", 21, 13, 1084, 269, "paragraph" 
"418.jpg", 23, 11, 1078, 303, "paragraph" 
"419.jpg", 18, 8, 1073, 284, "paragraph" 
"420.jpg", 27, 19, 1081, 292, "paragraph" 
"421.jpg", 33, 18, 1072, 301, "paragraph" 
"422.jpg", 30, 16, 1082, 283, "paragraph" 
"423.jpg", 35, 8, 1079, 287, "paragraph" 
"424.jpg", 36, 13, 1079, 285, "paragraph" 
"425.jpg", 32, 30, 1076, 283, "paragraph" 
"426.jpg", 29, 17, 1065, 285, "paragraph" 
"427.jpg", 21, 7, 1068, 268, "paragraph" 
"428.jpg", 20, 3, 1076, 277, "paragraph" 
"429.jpg", 30, 6, 1076, 288, "paragraph" 
"430.jpg", 28, 17, 1066, 291, "paragraph" 
"431.jpg", 29, 14, 1076, 271, "paragraph" 
"432.jpg", 17, 14, 1065, 287, "paragraph" 
"433.jpg", 29, 13, 1074, 296, "paragraph" 
"434.jpg", 25, 3, 1071, 294, "paragraph" 
"435.jpg", 28, 14, 1080, 288, "paragraph" 
"436.jpg", 33, 16, 1074, 291, "paragraph" 
"437.jpg", 31, 27, 1072, 277, "paragraph" 
"438.jpg", 24, 13, 1077, 282, "paragraph" 
"439.jpg", 39, 22, 1076, 275, "paragraph" 
"440.jpg", 22, 25, 1081, 279, "paragraph" 
"441.jpg", 25, 1, 1071, 279, "paragraph" 
"442.jpg", 22, 14, 1073, 283, "paragraph" 
"443.jpg", 20, 4, 1070, 289, "paragraph" 
"444.jpg", 19, 4, 1074, 297, "paragraph" 
"445.jpg", 30, 17, 1079, 304, "paragraph" 
"446.jpg", 24, 12, 1066, 273, "paragraph" 
"447.jpg", 20, 23, 1072, 297, "paragraph" 
"448.jpg", 31, 14, 1078, 284, "paragraph" 
"449.jpg", 32, 12, 1073, 280, "paragraph" 
"450.jpg", 33, 13, 1079, 279, "paragraph" 
"451.jpg", 17, 4, 1068, 301, "paragraph" 
"452.jpg", 27, 7, 1075, 292, "paragraph" 
"453.jpg", 21, 11, 1078, 280, "paragraph" 
"454.jpg", 22, 24, 1071, 291, "paragraph" 
"455.jpg", 34, 25, 1077, 281, "paragraph" 
"456.jpg", 30, 6, 1076, 282, "paragraph" 
"457.jpg", 29, 4, 1062, 279, "paragraph" 
"458.jpg", 22, 11, 1083, 296, "paragraph" 
"459.jpg", 26, 19, 1079, 275, "paragraph" 
"460.jpg", 21, 15, 1071, 280, "paragraph" 
"461.jpg", 20, 31, 1059, 295, "paragraph" 
"462.jpg", 33, 9, 1072, 269, "paragraph" 
"463.jpg", 29, 17, 1074, 278, "paragraph" 
"464.jpg", 33, 16, 1070, 294, "paragraph" 
"465.jpg", 24, 17, 1077, 296, "paragraph" 
"466.jpg", 26, 23, 1074, 286, "paragraph" 
"467.jpg", 32, 0, 1061, 273, "paragraph" 
"468.jpg", 28, 6, 1065, 283, "paragraph" 
"469.jpg", 30, 8, 1072, 288, "paragraph" 
"470.jpg", 28, 7, 1071, 274, "paragraph" 
"471.jpg", 26, 15, 1069, 283, "paragraph" 
"472.jpg", 28, 8, 1077, 278, "paragraph" 
"473.jpg", 23, 18, 1077, 297, "paragraph" 
"474.jpg", 21, 3, 1071, 273, "paragraph" 
"475.jpg", 17, 15, 1070, 274, "paragraph" 
"476.jpg", 22, 10, 1074, 283, "paragraph" 
"477.jpg", 22, 21, 1074, 296, "paragraph" 
"478.jpg", 33, 25, 1072, 299, "paragraph" 
"479.jpg", 31, 29, 1070, 298, "paragraph" 
"480.jpg", 28, 15, 1084, 297, "paragraph" 
"481.jpg", 39, 22, 1072, 298, "paragraph" 
"482.jpg", 21, 27, 1069, 289, "paragraph" 
"483.jpg", 31, 7, 1079, 276, "paragraph" 
"484.jpg", 23, 5, 1074, 291, "paragraph" 
"485.jpg", 22, 10, 1073, 294, "paragraph" 
"486.jpg", 27, 20, 1065, 286, "paragraph" 
"487.jpg", 31, 13, 1079, 283, "paragraph" 
"488.jpg", 28, 7, 1073, 289, "paragraph" 
"489.jpg", 26, 11, 1076, 274, "paragraph" 
"490.jpg", 22, 13, 1078, 298, "paragraph" 
"491.jpg", 32, 7, 1076, 271, "paragraph" 
"492.jpg", 27, 12, 1072, 281, "paragraph" 
"493.jpg", 35, 13, 1070, 283, "paragraph" 
"494.jpg", 25, 4, 1068, 286, "paragraph" 
"495.jpg", 31, 8, 1081, 279, "paragraph" 
"496.jpg", 21, 20, 1078, 282, "paragraph" 
"497.jpg", 29, 21, 1067, 283, "paragraph" 
